loyalty_txn_id,customer_id,txn_date,txn_type,miles_amount,related_booking_id,description
LTX0002783,CUST0147,2024-12-03 00:00:00,Earn,221,BKG008212,Miles earned from flight booking (tier=Explorer)
LTX0002784,CUST0186,2024-11-29 00:00:00,Earn,348,BKG008216,Miles earned from flight booking (tier=Explorer)
LTX0002785,CUST0120,2025-01-11 00:00:00,Earn,747,BKG008223,Miles earned from flight booking (tier=Explorer)
LTX0002786,CUST0033,2024-12-15 00:00:00,Earn,190,BKG008224,Miles earned from flight booking (tier=Explorer)
LTX0002787,CUST0002,2025-01-20 00:00:00,Earn,297,BKG008229,Miles earned from flight booking (tier=Explorer)
LTX0002788,CUST0145,2024-12-11 00:00:00,Earn,323,BKG008233,Miles earned from flight booking (tier=Gold)
LTX0002789,CUST0289,2024-11-30 00:00:00,Earn,280,BKG008234,Miles earned from flight booking (tier=Explorer)
LTX0002790,CUST0151,2024-11-29 00:00:00,Earn,504,BKG008235,Miles earned from flight booking (tier=Gold)
LTX0002791,CUST0133,2024-11-29 00:00:00,Earn,596,BKG008237,Miles earned from flight booking (tier=Explorer)
LTX0002792,CUST0023,2024-12-15 00:00:00,Earn,304,BKG008239,Miles earned from flight booking (tier=Explorer)
LTX0002793,CUST0219,2025-01-18 00:00:00,Earn,310,BKG008240,Miles earned from flight booking (tier=Explorer)
LTX0002794,CUST0001,2024-12-22 00:00:00,Earn,473,BKG008244,Miles earned from flight booking (tier=Gold)
LTX0002795,CUST0251,2025-01-07 00:00:00,Earn,307,BKG008254,Miles earned from flight booking (tier=Explorer)
LTX0002796,CUST0121,2025-01-19 00:00:00,Earn,322,BKG008256,Miles earned from flight booking (tier=Explorer)
LTX0002797,CUST0023,2024-12-27 00:00:00,Earn,259,BKG008258,Miles earned from flight booking (tier=Explorer)
LTX0002798,CUST0041,2025-01-03 00:00:00,Earn,192,BKG008262,Miles earned from flight booking (tier=Silver)
LTX0002799,CUST0271,2024-11-25 00:00:00,Earn,118,BKG008264,Miles earned from flight booking (tier=Explorer)
LTX0002800,CUST0254,2024-12-19 00:00:00,Earn,194,BKG008265,Miles earned from flight booking (tier=Explorer)
LTX0002801,CUST0104,2024-11-26 00:00:00,Earn,319,BKG008266,Miles earned from flight booking (tier=Silver)
LTX0002802,CUST0004,2025-01-17 00:00:00,Earn,248,BKG008268,Miles earned from flight booking (tier=Explorer)
LTX0002803,CUST0200,2024-11-29 00:00:00,Earn,155,BKG008269,Miles earned from flight booking (tier=Explorer)
LTX0002804,CUST0280,2025-01-16 00:00:00,Earn,336,BKG008271,Miles earned from flight booking (tier=Explorer)
LTX0002805,CUST0039,2024-12-09 00:00:00,Earn,279,BKG008272,Miles earned from flight booking (tier=Silver)
LTX0002806,CUST0060,2025-01-03 00:00:00,Earn,387,BKG008274,Miles earned from flight booking (tier=Silver)
LTX0002807,CUST0143,2024-12-01 00:00:00,Earn,754,BKG008277,Miles earned from flight booking (tier=Explorer)
LTX0002808,CUST0083,2024-12-27 00:00:00,Earn,659,BKG008290,Miles earned from flight booking (tier=Explorer)
LTX0002809,CUST0235,2024-12-24 00:00:00,Earn,981,BKG008303,Miles earned from flight booking (tier=Explorer)
LTX0002810,CUST0214,2024-11-24 00:00:00,Earn,1450,BKG008307,Miles earned from flight booking (tier=Explorer)
LTX0002811,CUST0112,2024-12-17 00:00:00,Earn,662,BKG008309,Miles earned from flight booking (tier=Explorer)
LTX0002812,CUST0202,2024-12-08 00:00:00,Earn,809,BKG008311,Miles earned from flight booking (tier=Explorer)
LTX0002813,CUST0252,2024-12-15 00:00:00,Earn,1336,BKG008312,Miles earned from flight booking (tier=Gold)
LTX0002814,CUST0118,2024-12-16 00:00:00,Earn,690,BKG008316,Miles earned from flight booking (tier=Explorer)
LTX0002815,CUST0290,2024-12-28 00:00:00,Earn,3061,BKG008317,Miles earned from flight booking (tier=Explorer)
LTX0002816,CUST0273,2024-12-01 00:00:00,Earn,2214,BKG008318,Miles earned from flight booking (tier=Gold)
LTX0002817,CUST0246,2024-12-07 00:00:00,Earn,736,BKG008320,Miles earned from flight booking (tier=Explorer)
LTX0002818,CUST0023,2025-01-17 00:00:00,Earn,985,BKG008322,Miles earned from flight booking (tier=Explorer)
LTX0002819,CUST0115,2025-01-19 00:00:00,Earn,702,BKG008325,Miles earned from flight booking (tier=Explorer)
LTX0002820,CUST0089,2024-12-13 00:00:00,Earn,679,BKG008326,Miles earned from flight booking (tier=Explorer)
LTX0002821,CUST0007,2024-12-01 00:00:00,Earn,1117,BKG008328,Miles earned from flight booking (tier=Explorer)
LTX0002822,CUST0227,2025-01-16 00:00:00,Earn,2995,BKG008330,Miles earned from flight booking (tier=Gold)
LTX0002823,CUST0194,2024-12-23 00:00:00,Earn,1762,BKG008331,Miles earned from flight booking (tier=Silver)
LTX0002824,CUST0145,2024-11-27 00:00:00,Earn,1786,BKG008333,Miles earned from flight booking (tier=Gold)
LTX0002825,CUST0231,2024-12-26 00:00:00,Earn,2495,BKG008334,Miles earned from flight booking (tier=Gold)
LTX0002826,CUST0255,2025-01-10 00:00:00,Earn,2900,BKG008338,Miles earned from flight booking (tier=Gold)
LTX0002827,CUST0140,2024-11-27 00:00:00,Earn,2147,BKG008340,Miles earned from flight booking (tier=Explorer)
LTX0002828,CUST0264,2024-12-09 00:00:00,Earn,2352,BKG008348,Miles earned from flight booking (tier=Silver)
LTX0002829,CUST0136,2024-12-30 00:00:00,Earn,272,BKG008353,Miles earned from flight booking (tier=Silver)
LTX0002830,CUST0195,2024-11-23 00:00:00,Earn,901,BKG008354,Miles earned from flight booking (tier=Gold)
LTX0002831,CUST0134,2025-01-08 00:00:00,Earn,295,BKG008356,Miles earned from flight booking (tier=Silver)
LTX0002832,CUST0113,2024-12-15 00:00:00,Earn,201,BKG008359,Miles earned from flight booking (tier=Explorer)
LTX0002833,CUST0248,2025-01-03 00:00:00,Earn,246,BKG008360,Miles earned from flight booking (tier=Silver)
LTX0002834,CUST0296,2024-12-19 00:00:00,Earn,689,BKG008361,Miles earned from flight booking (tier=Explorer)
LTX0002835,CUST0279,2024-12-23 00:00:00,Earn,1177,BKG008362,Miles earned from flight booking (tier=Gold)
LTX0002836,CUST0257,2024-12-25 00:00:00,Earn,216,BKG008363,Miles earned from flight booking (tier=Explorer)
LTX0002837,CUST0026,2024-12-14 00:00:00,Earn,306,BKG008366,Miles earned from flight booking (tier=Explorer)
LTX0002838,CUST0165,2025-01-12 00:00:00,Earn,462,BKG008369,Miles earned from flight booking (tier=Silver)
LTX0002839,CUST0272,2024-12-04 00:00:00,Earn,292,BKG008370,Miles earned from flight booking (tier=Explorer)
LTX0002840,CUST0125,2024-12-24 00:00:00,Earn,242,BKG008372,Miles earned from flight booking (tier=Silver)
LTX0002841,CUST0199,2024-11-28 00:00:00,Earn,910,BKG008374,Miles earned from flight booking (tier=Silver)
LTX0002842,CUST0242,2024-12-12 00:00:00,Earn,222,BKG008376,Miles earned from flight booking (tier=Gold)
LTX0002843,CUST0279,2024-12-29 00:00:00,Earn,304,BKG008382,Miles earned from flight booking (tier=Gold)
LTX0002844,CUST0018,2024-12-21 00:00:00,Earn,321,BKG008383,Miles earned from flight booking (tier=Silver)
LTX0002845,CUST0240,2024-12-06 00:00:00,Earn,387,BKG008390,Miles earned from flight booking (tier=Explorer)
LTX0002846,CUST0220,2025-01-11 00:00:00,Earn,270,BKG008395,Miles earned from flight booking (tier=Explorer)
LTX0002847,CUST0028,2024-12-26 00:00:00,Earn,621,BKG008396,Miles earned from flight booking (tier=Gold)
LTX0002848,CUST0113,2025-01-14 00:00:00,Earn,299,BKG008398,Miles earned from flight booking (tier=Explorer)
LTX0002849,CUST0177,2025-01-19 00:00:00,Earn,140,BKG008399,Miles earned from flight booking (tier=Explorer)
LTX0002850,CUST0227,2024-12-17 00:00:00,Earn,675,BKG008400,Miles earned from flight booking (tier=Gold)
LTX0002851,CUST0111,2025-01-06 00:00:00,Earn,664,BKG008401,Miles earned from flight booking (tier=Silver)
LTX0002852,CUST0004,2025-01-04 00:00:00,Earn,153,BKG008406,Miles earned from flight booking (tier=Explorer)
LTX0002853,CUST0026,2024-12-13 00:00:00,Earn,144,BKG008408,Miles earned from flight booking (tier=Explorer)
LTX0002854,CUST0099,2025-01-07 00:00:00,Earn,203,BKG008411,Miles earned from flight booking (tier=Explorer)
LTX0002855,CUST0246,2024-12-19 00:00:00,Earn,164,BKG008413,Miles earned from flight booking (tier=Explorer)
LTX0002856,CUST0229,2024-12-11 00:00:00,Earn,163,BKG008418,Miles earned from flight booking (tier=Explorer)
LTX0002857,CUST0143,2024-12-27 00:00:00,Earn,200,BKG008419,Miles earned from flight booking (tier=Explorer)
LTX0002858,CUST0257,2025-01-18 00:00:00,Earn,288,BKG008420,Miles earned from flight booking (tier=Explorer)
LTX0002859,CUST0244,2024-12-02 00:00:00,Earn,326,BKG008421,Miles earned from flight booking (tier=Silver)
LTX0002860,CUST0190,2024-12-20 00:00:00,Earn,291,BKG008425,Miles earned from flight booking (tier=Explorer)
LTX0002861,CUST0247,2024-12-14 00:00:00,Earn,108,BKG008427,Miles earned from flight booking (tier=Explorer)
LTX0002862,CUST0113,2024-12-02 00:00:00,Earn,64,BKG008428,Miles earned from flight booking (tier=Explorer)
LTX0002863,CUST0233,2025-01-22 00:00:00,Earn,131,BKG008430,Miles earned from flight booking (tier=Explorer)
LTX0002864,CUST0273,2024-12-28 00:00:00,Earn,252,BKG008434,Miles earned from flight booking (tier=Gold)
LTX0002865,CUST0111,2024-11-30 00:00:00,Earn,171,BKG008437,Miles earned from flight booking (tier=Silver)
LTX0002866,CUST0216,2024-12-17 00:00:00,Earn,131,BKG008439,Miles earned from flight booking (tier=Silver)
LTX0002867,CUST0279,2025-01-02 00:00:00,Earn,547,BKG008440,Miles earned from flight booking (tier=Gold)
LTX0002868,CUST0147,2025-01-06 00:00:00,Earn,166,BKG008441,Miles earned from flight booking (tier=Explorer)
LTX0002869,CUST0099,2025-01-13 00:00:00,Earn,91,BKG008443,Miles earned from flight booking (tier=Explorer)
LTX0002870,CUST0119,2025-01-16 00:00:00,Earn,92,BKG008446,Miles earned from flight booking (tier=Silver)
LTX0002871,CUST0236,2024-12-11 00:00:00,Earn,154,BKG008450,Miles earned from flight booking (tier=Explorer)
LTX0002872,CUST0286,2025-01-16 00:00:00,Earn,195,BKG008451,Miles earned from flight booking (tier=Gold)
LTX0002873,CUST0039,2024-12-03 00:00:00,Earn,489,BKG008463,Miles earned from flight booking (tier=Silver)
LTX0002874,CUST0060,2024-12-12 00:00:00,Earn,172,BKG008465,Miles earned from flight booking (tier=Silver)
LTX0002875,CUST0242,2025-01-21 00:00:00,Earn,120,BKG008466,Miles earned from flight booking (tier=Gold)
LTX0002876,CUST0028,2024-12-02 00:00:00,Earn,220,BKG008471,Miles earned from flight booking (tier=Gold)
LTX0002877,CUST0193,2024-12-15 00:00:00,Earn,181,BKG008472,Miles earned from flight booking (tier=Gold)
LTX0002878,CUST0040,2024-12-09 00:00:00,Earn,184,BKG008474,Miles earned from flight booking (tier=Silver)
LTX0002879,CUST0211,2024-12-15 00:00:00,Earn,316,BKG008476,Miles earned from flight booking (tier=Gold)
LTX0002880,CUST0035,2025-01-07 00:00:00,Earn,168,BKG008478,Miles earned from flight booking (tier=Explorer)
LTX0002881,CUST0084,2025-01-17 00:00:00,Earn,120,BKG008480,Miles earned from flight booking (tier=Silver)
LTX0002882,CUST0236,2024-11-26 00:00:00,Earn,68,BKG008481,Miles earned from flight booking (tier=Explorer)
LTX0002883,CUST0220,2024-11-26 00:00:00,Earn,146,BKG008482,Miles earned from flight booking (tier=Explorer)
LTX0002884,CUST0040,2024-12-11 00:00:00,Earn,88,BKG008484,Miles earned from flight booking (tier=Silver)
LTX0002885,CUST0057,2025-01-09 00:00:00,Earn,94,BKG008489,Miles earned from flight booking (tier=Explorer)
LTX0002886,CUST0127,2025-01-14 00:00:00,Earn,117,BKG008492,Miles earned from flight booking (tier=Explorer)
LTX0002887,CUST0018,2025-01-10 00:00:00,Earn,108,BKG008494,Miles earned from flight booking (tier=Silver)
LTX0002888,CUST0030,2024-12-27 00:00:00,Earn,174,BKG008495,Miles earned from flight booking (tier=Silver)
LTX0002889,CUST0061,2025-01-08 00:00:00,Earn,118,BKG008498,Miles earned from flight booking (tier=Silver)
LTX0002890,CUST0239,2024-12-14 00:00:00,Earn,399,BKG008501,Miles earned from flight booking (tier=Silver)
LTX0002891,CUST0279,2024-12-01 00:00:00,Earn,474,BKG008502,Miles earned from flight booking (tier=Gold)
LTX0002892,CUST0118,2025-01-03 00:00:00,Earn,320,BKG008505,Miles earned from flight booking (tier=Explorer)
LTX0002893,CUST0271,2025-01-19 00:00:00,Earn,289,BKG008506,Miles earned from flight booking (tier=Explorer)
LTX0002894,CUST0251,2024-12-26 00:00:00,Earn,176,BKG008514,Miles earned from flight booking (tier=Explorer)
LTX0002895,CUST0219,2024-11-29 00:00:00,Earn,221,BKG008515,Miles earned from flight booking (tier=Explorer)
LTX0002896,CUST0084,2024-12-01 00:00:00,Earn,452,BKG008517,Miles earned from flight booking (tier=Silver)
LTX0002897,CUST0078,2025-01-19 00:00:00,Earn,882,BKG008518,Miles earned from flight booking (tier=Gold)
LTX0002898,CUST0120,2024-11-27 00:00:00,Earn,281,BKG008521,Miles earned from flight booking (tier=Explorer)
LTX0002899,CUST0229,2024-12-14 00:00:00,Earn,431,BKG008525,Miles earned from flight booking (tier=Explorer)
LTX0002900,CUST0256,2025-01-19 00:00:00,Earn,503,BKG008532,Miles earned from flight booking (tier=Explorer)
LTX0002901,CUST0099,2025-01-04 00:00:00,Earn,393,BKG008533,Miles earned from flight booking (tier=Explorer)
LTX0002902,CUST0119,2025-01-05 00:00:00,Earn,233,BKG008534,Miles earned from flight booking (tier=Silver)
LTX0002903,CUST0278,2024-12-18 00:00:00,Earn,337,BKG008537,Miles earned from flight booking (tier=Explorer)
LTX0002904,CUST0125,2024-12-01 00:00:00,Earn,897,BKG008538,Miles earned from flight booking (tier=Silver)
LTX0002905,CUST0279,2025-01-18 00:00:00,Earn,943,BKG008539,Miles earned from flight booking (tier=Gold)
LTX0002906,CUST0035,2025-01-13 00:00:00,Earn,283,BKG008540,Miles earned from flight booking (tier=Explorer)
LTX0002907,CUST0286,2024-12-15 00:00:00,Earn,396,BKG008544,Miles earned from flight booking (tier=Gold)
LTX0002908,CUST0235,2025-01-19 00:00:00,Earn,451,BKG008546,Miles earned from flight booking (tier=Explorer)
LTX0002909,CUST0080,2024-12-05 00:00:00,Earn,183,BKG008548,Miles earned from flight booking (tier=Explorer)
LTX0002910,CUST0279,2024-12-06 00:00:00,Earn,271,BKG008550,Miles earned from flight booking (tier=Gold)
LTX0002911,CUST0089,2024-12-08 00:00:00,Earn,280,BKG008554,Miles earned from flight booking (tier=Explorer)
LTX0002912,CUST0206,2024-11-30 00:00:00,Earn,414,BKG008555,Miles earned from flight booking (tier=Gold)
LTX0002913,CUST0247,2024-12-28 00:00:00,Earn,235,BKG008563,Miles earned from flight booking (tier=Explorer)
LTX0002914,CUST0129,2024-12-11 00:00:00,Earn,159,BKG008564,Miles earned from flight booking (tier=Explorer)
LTX0002915,CUST0134,2024-12-19 00:00:00,Earn,310,BKG008568,Miles earned from flight booking (tier=Silver)
LTX0002916,CUST0089,2024-12-30 00:00:00,Earn,745,BKG008569,Miles earned from flight booking (tier=Explorer)
LTX0002917,CUST0078,2024-12-18 00:00:00,Earn,1003,BKG008570,Miles earned from flight booking (tier=Gold)
LTX0002918,CUST0279,2025-01-07 00:00:00,Earn,439,BKG008572,Miles earned from flight booking (tier=Gold)
LTX0002919,CUST0231,2025-01-07 00:00:00,Earn,501,BKG008576,Miles earned from flight booking (tier=Gold)
LTX0002920,CUST0190,2025-01-08 00:00:00,Earn,326,BKG008577,Miles earned from flight booking (tier=Explorer)
LTX0002921,CUST0272,2024-12-05 00:00:00,Earn,166,BKG008580,Miles earned from flight booking (tier=Explorer)
LTX0002922,CUST0235,2024-12-01 00:00:00,Earn,368,BKG008584,Miles earned from flight booking (tier=Explorer)
LTX0002923,CUST0100,2025-01-12 00:00:00,Earn,368,BKG008585,Miles earned from flight booking (tier=Gold)
LTX0002924,CUST0084,2024-12-08 00:00:00,Earn,338,BKG008588,Miles earned from flight booking (tier=Silver)
LTX0002925,CUST0239,2025-01-05 00:00:00,Earn,648,BKG008590,Miles earned from flight booking (tier=Silver)
LTX0002926,CUST0060,2024-12-14 00:00:00,Earn,396,BKG008595,Miles earned from flight booking (tier=Silver)
LTX0002927,CUST0250,2024-12-08 00:00:00,Earn,181,BKG008596,Miles earned from flight booking (tier=Explorer)
LTX0002928,CUST0133,2025-01-22 00:00:00,Earn,248,BKG008597,Miles earned from flight booking (tier=Explorer)
LTX0002929,CUST0125,2025-01-02 00:00:00,Earn,423,BKG008598,Miles earned from flight booking (tier=Silver)
LTX0002930,CUST0240,2024-12-27 00:00:00,Earn,219,BKG008605,Miles earned from flight booking (tier=Explorer)
LTX0002931,CUST0061,2024-11-24 00:00:00,Earn,422,BKG008606,Miles earned from flight booking (tier=Silver)
LTX0002932,CUST0048,2024-12-05 00:00:00,Earn,300,BKG008607,Miles earned from flight booking (tier=Explorer)
LTX0002933,CUST0268,2025-01-17 00:00:00,Earn,219,BKG008609,Miles earned from flight booking (tier=Silver)
LTX0002934,CUST0216,2025-01-06 00:00:00,Earn,148,BKG008610,Miles earned from flight booking (tier=Silver)
LTX0002935,CUST0009,2024-12-07 00:00:00,Earn,237,BKG008611,Miles earned from flight booking (tier=Explorer)
LTX0002936,CUST0198,2024-11-25 00:00:00,Earn,589,BKG008613,Miles earned from flight booking (tier=Silver)
LTX0002937,CUST0100,2024-12-09 00:00:00,Earn,405,BKG008614,Miles earned from flight booking (tier=Gold)
LTX0002938,CUST0134,2024-12-25 00:00:00,Earn,186,BKG008616,Miles earned from flight booking (tier=Silver)
LTX0002939,CUST0125,2024-12-29 00:00:00,Earn,226,BKG008618,Miles earned from flight booking (tier=Silver)
LTX0002940,CUST0290,2025-01-15 00:00:00,Earn,153,BKG008628,Miles earned from flight booking (tier=Explorer)
LTX0002941,CUST0047,2025-01-06 00:00:00,Earn,284,BKG008629,Miles earned from flight booking (tier=Silver)
LTX0002942,CUST0119,2024-12-07 00:00:00,Earn,411,BKG008633,Miles earned from flight booking (tier=Silver)
LTX0002943,CUST0084,2024-11-25 00:00:00,Earn,176,BKG008635,Miles earned from flight booking (tier=Silver)
LTX0002944,CUST0212,2024-11-25 00:00:00,Earn,119,BKG008642,Miles earned from flight booking (tier=Explorer)
LTX0002945,CUST0104,2024-12-02 00:00:00,Earn,275,BKG008644,Miles earned from flight booking (tier=Silver)
LTX0002946,CUST0035,2024-12-26 00:00:00,Earn,218,BKG008645,Miles earned from flight booking (tier=Explorer)
LTX0002947,CUST0119,2024-12-12 00:00:00,Earn,575,BKG008646,Miles earned from flight booking (tier=Silver)
LTX0002948,CUST0239,2025-01-01 00:00:00,Earn,152,BKG008649,Miles earned from flight booking (tier=Silver)
LTX0002949,CUST0202,2025-01-21 00:00:00,Earn,140,BKG008655,Miles earned from flight booking (tier=Explorer)
LTX0002950,CUST0171,2024-12-04 00:00:00,Earn,575,BKG008657,Miles earned from flight booking (tier=Gold)
LTX0002951,CUST0220,2024-12-06 00:00:00,Earn,118,BKG008663,Miles earned from flight booking (tier=Explorer)
LTX0002952,CUST0237,2024-12-19 00:00:00,Earn,313,BKG008665,Miles earned from flight booking (tier=Silver)
LTX0002953,CUST0084,2024-12-04 00:00:00,Earn,223,BKG008666,Miles earned from flight booking (tier=Silver)
LTX0002954,CUST0103,2024-12-31 00:00:00,Earn,819,BKG008667,Miles earned from flight booking (tier=Silver)
LTX0002955,CUST0023,2024-12-06 00:00:00,Earn,378,BKG008670,Miles earned from flight booking (tier=Explorer)
LTX0002956,CUST0099,2024-12-09 00:00:00,Earn,222,BKG008675,Miles earned from flight booking (tier=Explorer)
LTX0002957,CUST0053,2024-12-22 00:00:00,Earn,348,BKG008677,Miles earned from flight booking (tier=Explorer)
LTX0002958,CUST0051,2024-12-13 00:00:00,Earn,153,BKG008680,Miles earned from flight booking (tier=Explorer)
LTX0002959,CUST0236,2024-12-14 00:00:00,Earn,485,BKG008681,Miles earned from flight booking (tier=Explorer)
LTX0002960,CUST0286,2024-12-21 00:00:00,Earn,247,BKG008682,Miles earned from flight booking (tier=Gold)
LTX0002961,CUST0192,2024-12-19 00:00:00,Earn,495,BKG008685,Miles earned from flight booking (tier=Silver)
LTX0002962,CUST0057,2025-01-16 00:00:00,Earn,137,BKG008687,Miles earned from flight booking (tier=Explorer)
LTX0002963,CUST0198,2024-12-14 00:00:00,Earn,1101,BKG008688,Miles earned from flight booking (tier=Silver)
LTX0002964,CUST0157,2025-01-01 00:00:00,Earn,489,BKG008691,Miles earned from flight booking (tier=Silver)
LTX0002965,CUST0134,2024-12-25 00:00:00,Earn,357,BKG008692,Miles earned from flight booking (tier=Silver)
LTX0002966,CUST0008,2024-12-20 00:00:00,Earn,414,BKG008693,Miles earned from flight booking (tier=Explorer)
LTX0002967,CUST0039,2024-12-28 00:00:00,Earn,584,BKG008694,Miles earned from flight booking (tier=Silver)
LTX0002968,CUST0144,2024-12-31 00:00:00,Earn,434,BKG008695,Miles earned from flight booking (tier=Explorer)
LTX0002969,CUST0289,2024-12-08 00:00:00,Earn,319,BKG008698,Miles earned from flight booking (tier=Explorer)
LTX0002970,CUST0264,2024-12-18 00:00:00,Earn,303,BKG008700,Miles earned from flight booking (tier=Silver)
LTX0002971,CUST0048,2024-12-19 00:00:00,Earn,985,BKG008703,Miles earned from flight booking (tier=Explorer)
LTX0002972,CUST0211,2024-12-24 00:00:00,Earn,1100,BKG008704,Miles earned from flight booking (tier=Gold)
LTX0002973,CUST0078,2024-12-02 00:00:00,Earn,2074,BKG008707,Miles earned from flight booking (tier=Gold)
LTX0002974,CUST0067,2024-12-18 00:00:00,Earn,978,BKG008712,Miles earned from flight booking (tier=Explorer)
LTX0002975,CUST0055,2025-01-20 00:00:00,Earn,714,BKG008713,Miles earned from flight booking (tier=Explorer)
LTX0002976,CUST0169,2025-01-17 00:00:00,Earn,529,BKG008716,Miles earned from flight booking (tier=Silver)
LTX0002977,CUST0127,2025-01-08 00:00:00,Earn,766,BKG008718,Miles earned from flight booking (tier=Explorer)
LTX0002978,CUST0150,2024-12-13 00:00:00,Earn,942,BKG008721,Miles earned from flight booking (tier=Gold)
LTX0002979,CUST0223,2025-01-11 00:00:00,Earn,878,BKG008725,Miles earned from flight booking (tier=Silver)
LTX0002980,CUST0026,2025-01-17 00:00:00,Earn,1188,BKG008726,Miles earned from flight booking (tier=Explorer)
LTX0002981,CUST0018,2024-12-07 00:00:00,Earn,1066,BKG008727,Miles earned from flight booking (tier=Silver)
LTX0002982,CUST0143,2025-01-11 00:00:00,Earn,788,BKG008729,Miles earned from flight booking (tier=Explorer)
LTX0002983,CUST0212,2025-01-15 00:00:00,Earn,1086,BKG008734,Miles earned from flight booking (tier=Explorer)
LTX0002984,CUST0056,2024-12-03 00:00:00,Earn,915,BKG008735,Miles earned from flight booking (tier=Gold)
LTX0002985,CUST0051,2025-01-03 00:00:00,Earn,1207,BKG008736,Miles earned from flight booking (tier=Explorer)
LTX0002986,CUST0115,2024-12-09 00:00:00,Earn,1274,BKG008737,Miles earned from flight booking (tier=Explorer)
LTX0002987,CUST0067,2024-12-16 00:00:00,Earn,1091,BKG008740,Miles earned from flight booking (tier=Explorer)
LTX0002988,CUST0150,2025-01-20 00:00:00,Earn,1575,BKG008742,Miles earned from flight booking (tier=Gold)
LTX0002989,CUST0102,2025-01-06 00:00:00,Earn,1224,BKG008747,Miles earned from flight booking (tier=Explorer)
LTX0002990,CUST0111,2024-12-05 00:00:00,Earn,1568,BKG008748,Miles earned from flight booking (tier=Silver)
LTX0002991,CUST0214,2024-11-27 00:00:00,Earn,626,BKG008760,Miles earned from flight booking (tier=Explorer)
LTX0002992,CUST0145,2024-11-26 00:00:00,Earn,463,BKG008765,Miles earned from flight booking (tier=Gold)
LTX0002993,CUST0060,2024-12-19 00:00:00,Earn,241,BKG008768,Miles earned from flight booking (tier=Silver)
LTX0002994,CUST0271,2024-11-30 00:00:00,Earn,282,BKG008770,Miles earned from flight booking (tier=Explorer)
LTX0002995,CUST0231,2024-12-26 00:00:00,Earn,446,BKG008773,Miles earned from flight booking (tier=Gold)
LTX0002996,CUST0257,2024-12-29 00:00:00,Earn,172,BKG008774,Miles earned from flight booking (tier=Explorer)
LTX0002997,CUST0115,2024-12-04 00:00:00,Earn,266,BKG008778,Miles earned from flight booking (tier=Explorer)
LTX0002998,CUST0125,2024-12-24 00:00:00,Earn,221,BKG008791,Miles earned from flight booking (tier=Silver)
LTX0002999,CUST0256,2025-01-10 00:00:00,Earn,220,BKG008796,Miles earned from flight booking (tier=Explorer)
LTX0003000,CUST0192,2025-01-04 00:00:00,Earn,543,BKG008799,Miles earned from flight booking (tier=Silver)
LTX0003001,CUST0170,2025-01-05 00:00:00,Earn,903,BKG008808,Miles earned from flight booking (tier=Silver)
LTX0003002,CUST0104,2025-01-04 00:00:00,Earn,415,BKG008809,Miles earned from flight booking (tier=Silver)
LTX0003003,CUST0188,2024-12-05 00:00:00,Earn,991,BKG008814,Miles earned from flight booking (tier=Silver)
LTX0003004,CUST0098,2024-12-01 00:00:00,Earn,454,BKG008818,Miles earned from flight booking (tier=Gold)
LTX0003005,CUST0035,2025-01-17 00:00:00,Earn,244,BKG008821,Miles earned from flight booking (tier=Explorer)
LTX0003006,CUST0165,2024-12-13 00:00:00,Earn,110,BKG008829,Miles earned from flight booking (tier=Silver)
LTX0003007,CUST0122,2025-01-03 00:00:00,Earn,149,BKG008830,Miles earned from flight booking (tier=Explorer)
LTX0003008,CUST0055,2024-12-10 00:00:00,Earn,144,BKG008832,Miles earned from flight booking (tier=Explorer)
LTX0003009,CUST0186,2024-11-26 00:00:00,Earn,119,BKG008833,Miles earned from flight booking (tier=Explorer)
LTX0003010,CUST0057,2025-01-10 00:00:00,Earn,164,BKG008834,Miles earned from flight booking (tier=Explorer)
LTX0003011,CUST0081,2025-01-02 00:00:00,Earn,212,BKG008838,Miles earned from flight booking (tier=Gold)
LTX0003012,CUST0089,2024-12-28 00:00:00,Earn,163,BKG008840,Miles earned from flight booking (tier=Explorer)
LTX0003013,CUST0048,2024-11-25 00:00:00,Earn,71,BKG008844,Miles earned from flight booking (tier=Explorer)
LTX0003014,CUST0280,2024-12-03 00:00:00,Earn,116,BKG008845,Miles earned from flight booking (tier=Explorer)
LTX0003015,CUST0040,2024-12-15 00:00:00,Earn,351,BKG008846,Miles earned from flight booking (tier=Silver)
LTX0003016,CUST0122,2025-01-14 00:00:00,Earn,124,BKG008847,Miles earned from flight booking (tier=Explorer)
LTX0003017,CUST0004,2025-01-12 00:00:00,Earn,145,BKG008851,Miles earned from flight booking (tier=Explorer)
LTX0003018,CUST0220,2025-01-22 00:00:00,Earn,63,BKG008855,Miles earned from flight booking (tier=Explorer)
LTX0003019,CUST0268,2025-01-08 00:00:00,Earn,245,BKG008856,Miles earned from flight booking (tier=Silver)
LTX0003020,CUST0167,2024-12-03 00:00:00,Earn,211,BKG008857,Miles earned from flight booking (tier=Silver)
LTX0003021,CUST0288,2025-01-18 00:00:00,Earn,442,BKG008860,Miles earned from flight booking (tier=Explorer)
LTX0003022,CUST0195,2025-01-15 00:00:00,Earn,324,BKG008861,Miles earned from flight booking (tier=Gold)
LTX0003023,CUST0100,2025-01-19 00:00:00,Earn,289,BKG008862,Miles earned from flight booking (tier=Gold)
LTX0003024,CUST0119,2024-12-01 00:00:00,Earn,150,BKG008865,Miles earned from flight booking (tier=Silver)
